System,SCF Energy,S1,S2,S3,T1,T2,T3,Function
CNOO_CBFF_CCFFF  ,-1763.32472,2.96,3.82,3.9,2.05,2.44,2.45,-1.15
CNOO_CBHH_CCFFF,-1366.057679,1.52,3.28,3.44,0.9,2.26,2.41,-0.27
CNOO_CH_CCFFF,-1315.181396,3.09,3.83,3.93,2.15,2.4,2.41,-1.21
CNOO_CSiHHH_CCFFF,-1896.529585,2.92,3.76,3.87,2.04,2.42,2.42,-1.16
CNOO_CCHHH_CCFFF,-1393.792543,2.76,3.83,3.89,1.91,2.42,2.43,-1.06
CNOO_CSH_CCFFF,-2111.531039,2.38,3.29,3.82,1.66,2.4,2.42,-0.94
CNOO_COCHHH_CCFFF,-1544.192121,2.44,3.93,3.97,1.63,2.43,2.45,-0.82
CNOO_COH_CCFFF   ,-1465.61627,2.1,3.85,4.11,1.36,2.47,2.47,-0.62
CNOO_CNHH_CCFFF  ,-1425.894253,1.82,3.56,3.87,1.11,2.48,2.97,-0.4
CNOO_CNMeMe_CCFFF,-1583.059646,1.93,3.16,3.5,1.24,2.43,2.62,-0.55
CNOO_CBHH_CNOO,-1100.946632,2.88,3.75,3.9,1.93,2.3,2.31,-0.99
CNOO_CBHH_CCN   ,-876.431724,1.35,3.11,3.34,0.69,2.21,2.35,-0.03
CNOO_CBHH_CCl,-1611.169111,1.28,2.96,3.41,0.7,2.28,2.42,-0.12
CNOO_CBHH_CF,-890.445255,1.44,3.06,3.59,0.84,2.44,2.51,-0.25
CNOO_CBHH_CBFF,-1140.109348,1.35,3.17,3.29,0.7,2.25,2.41,-0.06
CNOO_CBHH_CBHH,-742.819329,1.24,3,3.1,0.56,2.25,2.37,0.11
CNOO_CBHH_CH,-691.962942,1.24,2.95,3.36,0.64,2.36,2.5,-0.04
CNOO_CBHH_CSiHHH,-1273.314326,1.23,2.95,3.25,0.65,2.36,2.48,-0.07
CNOO_CBHH_CCHHH ,-770.590673,1.22,2.83,3.42,0.64,2.42,2.46,-0.07
CNOO_CBHH_CSH   ,-1488.3568,1.05,2.64,3.11,0.41,1.89,2.48,0.24
CNOO_CBHH_COCHHH,-921.0129,1.26,2.75,3.42,0.56,2.23,2.45,0.14
CNOO_CBHH_COH,-842.438155,1.28,2.74,3.53,0.64,2.31,2.54,0
CNOO_CBHH_CNHH,-802.71822,1.71,3.06,3.51,1.01,1.95,2.63,-0.3
CNOO_CBHH_CNMeMe,-959.902692,1.59,2.8,3.41,0.96,1.82,2.43,-0.33
CCN_CBHH_CSH,-1263.850673,2.61,3.35,4.54,1.71,1.76,3.67,-0.8
CCFFF_CBHH_CSH ,-1753.469579,2.77,3.75,4.59,1.81,2.22,3.97,-0.86
CCl_CBHH_CSH   ,-1998.575447,3.02,3.27,4.63,1.91,1.94,3.8,-0.8
CF_CBHH_CSH,-1277.87337,3.24,3.33,4.87,1.95,1.97,4.11,-0.66
CBFF_CBHH_CSH,-1527.532552,2.77,3.44,4.45,1.76,1.91,3.77,-0.75
CBHH_CBHH_CSH  ,-1130.251633,2.73,3.09,4.09,1.47,1.78,3.82,-0.21
CH_CBHH_CSH,-1079.3929,3.18,3.45,4.76,1.9,1.99,3.98,-0.63
CCHHH_CBHH_CSH,-1157.996938,3.08,3.11,4.61,1.8,1.9,3.83,-0.53
CSH_CBHH_CSH,-1875.752538,2.44,4,4.08,1.72,2.54,3.98,-0.99
COCHHH_CBHH_CSH,-1308.41999,3.17,3.34,4.59,1.98,2.12,3.98,-0.79
COH_CBHH_CSH,-1229.862337,2.5,3.2,4.36,1.49,1.87,3.87,-0.48
CNHH_CBHH_CSH,-1190.124539,2.6,3.35,4.15,1.77,2.11,3.64,-0.93
CSiHHH_CBHH_CSH,-1660.732612,2.87,3.25,3.96,1.81,1.94,3.63,-0.75
CNMeMe_CBHH_CSH,-1347.305535,2.78,3.47,4.18,2.11,2.28,3.72,-1.44
CNOO_CNOO_CSH,-1846.417068,2.72,3.43,3.85,1.87,1.91,2.34,-1.03
CNOO_CCN_CSH,-1621.930253,2.5,3.54,4.04,1.68,2.03,2.35,-0.86
CNOO_CCFFF_CSH,-2111.543648,2.65,3.49,3.84,1.88,1.98,2.39,-1.1
CNOO_CCl_CSH,-2356.64832,2.21,3.58,4.11,1.53,2.18,2.38,-0.85
CNOO_CF_CSH,-1635.920879,2.15,3.63,3.88,1.44,2.24,2.39,-0.73
CNOO_CBFF_CSH,-1885.622504,1.37,3.27,3.4,0.67,1.91,2.92,0.04
CNOO_CH_CSH,-1437.467652,2.4,3.67,3.89,1.69,2.25,2.54,-0.97
CNOO_CSiHHH_CSH,-2018.81809,2.39,3.51,3.78,1.72,2.19,2.51,-1.06
CNOO_CCHHH_CSH,-1516.079022,2.18,3.55,3.78,1.53,2.27,2.48,-0.89
CNOO_CSH_CSH,-2233.835236,2.29,3.38,3.64,1.63,2.13,2.42,-0.97
CNOO_COCHHH_CSH,-1666.475363,1.99,3.61,3.86,1.33,2.27,2.46,-0.67
CNOO_COH_CSH,-1587.911603,1.54,3.38,3.46,0.95,2.1,2.59,-0.35
CNOO_CNHH_CSH,-1548.1725,1.97,3.38,3.75,1.35,2.15,2.52,-0.73
CNOO_CNMeMe_CSH,-1705.34358,1.69,2.63,3.45,1.13,2.07,2.51,-0.58
CCN_CBHH_CCFFF,-1141.556047,2.54,4.51,4.78,1.77,2.53,4.5,-0.99
CCFFF_CBHH_CCFFF,-1631.182847,2.99,5.13,5.32,2.04,3.14,4.68,-1.09
CCl_CBHH_CCFFF,-1876.29635,3.34,4.62,4.78,2.38,2.9,4.47,-1.43
CF_CBHH_CCFFF,-1155.587749,3.74,4.88,5.03,2.39,3.03,4.6,-1.05
CBFF_CBHH_CCFFF,-1405.241291,2.62,4.43,4.92,1.8,2.8,4.28,-0.98
CBHH_CBHH_CCFFF,-1007.969703,3.39,3.58,3.97,2.14,2.25,3.76,-0.9
CH_CBHH_CCFFF,-957.101989,3.67,4.54,4.59,2.26,2.64,4.31,-0.85
CCHHH_CBHH_CCFFF,-1035.717857,3.59,4.42,4.82,2.54,2.99,4.13,-1.49
CSH_CBHH_CCFFF,-1753.481036,2.99,4.28,4.54,2.12,2.9,4.3,-1.25
COCHHH_CBHH_CCFFF,-1186.146168,3.72,4.33,5.13,2.42,2.87,4.44,-1.12
CSiHHH_CBHH_CCFFF,-1538.454058,2.95,4.65,4.95,2.05,3.1,4.47,-1.15
CNMeMe_CBHH_CCFFF,-1225.036744,3.76,4.01,5.01,2.84,3.02,3.91,-1.91
CF_CNOO,-839.584631,3.68,3.93,4.15,2.51,2.63,2.64,-1.34
CF_CCN,-615.1037548,3.68,4.97,5.62,2.35,2.93,4.89,-1.02
CF_CCFFF,-1104.730309,4.17,5.23,7.06,2.84,3.02,5.82,-1.52
CF_CCl,-1349.821289,3.49,5.45,5.67,2.39,3.24,5.28,-1.29
CF_CF,-629.0953529,3.64,5.71,5.75,2.5,3.36,5.52,-1.36
CF_CBFF,-878.7854512,4.01,4.75,6.43,2.58,2.77,5.39,-1.16
CF_CBHH,-481.4980062,3.78,4.28,4.92,2.24,2.59,4.67,-0.7
CF_CSiHHH,-1011.98537,3.9,5.24,5.91,2.69,3.07,5.76,-1.47
CF_CCHHH,-509.2455097,3.69,5.45,5.97,2.56,3.3,5.44,-1.43
CF_CSH,-1226.997066,3.36,4.64,5.08,2.35,3.24,4.34,-1.33
CF_COCHHH,-659.6496471,3.34,4.89,5.15,2.34,3.54,4.9,-1.33
CF_COH,-581.0642369,3.12,4.69,5.17,2.1,3.49,4.64,-1.07
CF_CNHH,-541.3326181,2.91,4.15,4.49,1.95,3.55,4.13,-1
CF_CNMeMe,-698.5003392,3.72,3.74,4.11,2.56,3.3,3.69,-1.4
CCN_CBHH,-467.4692809,2.97,4.17,4.59,1.92,2.29,4.28,-0.87
CCFFF_CBHH,-957.090835,3.2,4.66,5.08,2.07,2.88,4.49,-0.93
CCl_CBHH,-1202.198917,3.27,4.49,4.69,2.14,2.71,4.56,-1.02
CBFF_CBHH,-731.1509648,3.22,4.13,4.59,2.01,2.53,4.07,-0.8
CBHH_CBHH,-333.8729563,3.37,3.52,3.98,1.97,2.07,3.81,-0.58
CCHHH_CBHH,-361.6224331,3.59,3.93,4.72,2.2,2.4,4.41,-0.81
CSH_CBHH,-1079.389818,3.02,4.13,4.78,2.03,2.58,4.22,-1.03
COCHHH_CBHH,-512.0462795,3.7,3.88,4.95,2.25,2.42,4.54,-0.81
COH_CBHH,-433.4926781,3.42,3.76,5.12,2.21,2.26,4.55,-1.01
CNHH_CBHH,-393.7534639,3.3,3.76,5.02,2.29,2.3,4.41,-1.28
CSiHHH_CBHH,-864.3588436,2.97,4.15,4.64,1.94,2.82,3.97,-0.92
CNMeMe_CBHH,-550.9303933,3.26,3.72,4.63,2.36,2.43,3.98,-1.45
CNOO_CNOO,-1050.03143,3.08,3.69,3.94,2.07,2.3,2.33,-1.06
CNOO_CCN,-825.5448878,2.82,3.82,3.93,1.82,2.32,2.65,-0.82
CNOO_CCFFF,-1315.170779,3.22,3.84,3.95,2.22,2.41,2.41,-1.22
CNOO_CCl,-1560.268713,2.46,3.88,4.25,1.66,2.39,2.41,-0.86
CNOO_CF,-839.5455294,2.51,3.87,3.94,1.68,2.38,2.85,-0.85
CNOO_CBFF,-1089.238168,3.05,3.78,3.89,2.08,2.4,2.41,-1.12
CNOO_CSiHHH,-1222.442234,2.78,3.84,4.23,1.96,2.49,2.5,-1.14
CNOO_CCHHH,-719.7022949,2.51,3.84,3.88,1.74,2.46,2.48,-0.97
CNOO_CSH,-1437.452736,2.42,3.41,3.82,1.7,2.43,2.78,-0.97
CNOO_COCHHH,-870.1067539,2.15,3.92,3.94,1.43,2.44,2.46,-0.72
CNOO_COH,-791.5289316,1.83,3.72,3.85,1.17,2.51,2.52,-0.5
CNOO_CNHH,-751.7963879,1.72,3.43,3.86,1.07,2.51,2.91,-0.42
CNOO_CNMeMe,-908.9626981,2.09,2.57,3.75,1.45,2.46,2.51,-0.82
CCN_CNOO,-825.5454943,2.91,3.91,3.96,1.97,2.13,2.58,-1.04
CCFFF_CNOO,-1315.172556,3.22,4.03,4.07,2.14,2.69,2.72,-1.07
CCl_CNOO,-1560.286984,3.38,3.94,4.04,2.32,2.39,2.68,-1.25
CBFF_CNOO,-1089.264578,3.5,3.63,3.81,2.1,2.32,2.57,-0.69
CBHH_CNOO,-692.0263306,3.45,3.59,3.6,2.33,2.36,2.57,-1.21
CCHHH_CNOO,-719.7239203,3.54,3.9,4.1,2.42,2.47,2.74,-1.3
CSH_CNOO,-1437.47604,3.27,3.32,3.93,2.06,2.37,2.71,-0.85
COCHHH_CNOO,-870.1541498,3.64,3.78,4,2.55,2.56,2.79,-1.46
COH_CNOO,-791.6128198,3.64,3.85,3.92,2.45,2.73,3.04,-1.27
CNHH_CNOO,-751.866916,3.69,3.7,3.93,2.6,2.86,2.99,-1.51
CSiHHH_CNOO,-1222.454341,3.35,3.41,3.89,2.28,2.32,2.7,-1.2
CNMeMe_CNOO,-909.0550285,3.64,3.84,3.96,2.71,2.86,3.03,-1.78
CBFF_CCN,-864.754951,3.31,4.97,4.97,2.12,2.82,4.75,-0.92
CBFF_CCFFF,-1354.38005,3.58,4.95,5.15,2.44,2.81,4.69,-1.3
CBFF_CCl,-1599.480213,3.03,5.31,5.63,2.06,3.09,5.09,-1.08
CBFF_CF,-878.7518887,3.08,5.51,5.55,2.09,3.17,5.25,-1.09
CBFF_CBFF,-1128.440718,3.3,4.29,4.99,2.19,2.5,4.37,-1.08
CBFF_CSiHHH,-1261.633003,3.01,4.67,4.9,2.1,2.84,4.44,-1.2
CBFF_CCHHH,-758.8966611,3.06,5.32,5.41,2.1,3.13,5.08,-1.15
CBFF_CSH,-1476.659567,3.39,4.08,4.45,2.33,2.95,4.02,-1.26
CBFF_COCHHH,-909.3152275,2.79,5.12,5.4,1.92,3.34,4.99,-1.04
CBFF_COH,-830.7305338,2.79,4.74,4.88,1.88,3.29,4.7,-0.98
CBFF_CNHH,-790.9809347,3.2,3.91,4.77,2.18,3.1,3.83,-1.15
CBFF_CNMeMe,-948.192882,3.88,5.04,5.39,2.75,3.04,4.75,-1.62
CH_CH_CH,-232.1415,3.64,5.48,5.93,2.51,3.08,5.59,-1.37
CNMeMe_CH,-500.0467,3.99,4.21,4.64,2.83,3.02,4.63,-1.67
CNHH_CH_CH,-342.8735,4.06,4.49,4.77,2.89,3,4.77,-1.72
COH_CH_CH,-382.6095,4.15,5.09,5.19,2.95,3.01,5.09,-1.74
COCHHH_CH_CH,-461.1759,4.14,4.73,5.4,3,3.04,5.41,-1.86
CSH_CH_CH,-1028.5159,3.43,4,5.03,2.4,2.46,4.58,-1.38
CCHHH_CH_CH,-310.7596,3.75,5.08,5.67,2.61,2.95,5.68,-1.48
CSiHHH_CH_CH,-813.49,3.29,4.37,4.97,2.29,2.9,4.11,-1.28
CBHH_CH_CH,-282.9932,2.64,3.82,4.2,1.86,2.41,3.56,-1.08
CBFF_CH_CH,-680.288,2.74,4.8,4.95,1.88,2.77,4.51,-1.02
CF_CH_CH,-430.6295,3.97,5.43,5.99,2.74,3.11,6.01,-1.51
CCl_CH_CH,-1151.3396,3.46,4.77,6.06,2.4,2.75,5.53,-1.34
CCFFF_CH_CH,-906.231,3.1,5.42,6.01,2.11,3.04,5.8,-1.11
CCN_CH_CH,-416.6092,2.74,4.58,5.61,1.88,2.44,5.51,-1.03
CNOO_CH_CH,-641.0901,2.78,3.87,3.93,1.93,2.48,2.48,-1.07
CH_CNMeMe_CH,-500.0233,2.56,4.29,4.64,1.74,3.46,4.23,-0.92
CH_CNHH_CH,-342.8467,2.56,4.16,4.46,1.7,3.42,4.14,-0.84
CH_COH_CH,-382.5825,2.82,4.55,4.83,1.89,3.39,4.51,-0.96
CH_COCHHH_CH,-461.1613,3.06,5.15,5.28,2.1,3.33,5.12,-1.13
CH_CSH_CH,-1028.514,2.99,4.37,4.77,2.05,3.18,4.23,-1.1
CH_CCHHH_CH,-310.7586,3.3,5.45,5.47,2.27,3.22,5.45,-1.25
CH_CSiHHH_CH,-813.4966,3.6,5.36,5.93,2.47,3.03,5.19,-1.35
CH_CBHH_CH,-283.013,3.64,4.5,4.59,2.14,2.62,4.4,-0.64
CH_CBFF_CH,-680.3041,3.77,4.87,5.5,2.41,2.72,5.21,-1.06
CH_CF_CH,-430.6146,3.26,5.69,5.76,2.21,3.26,5.4,-1.16
CH_CCl_CH,-1151.3424,3.19,5.47,5.64,2.17,3.16,5.13,-1.15
CH_CCFFF_CH,-906.2484,3.89,5.32,6.2,2.64,2.94,5.65,-1.39
CH_CCN_CH,-416.6238,3.45,5.1,5.41,2.2,2.87,4.79,-0.94
CH_CNOO_CH,-641.1134,3.59,3.81,3.83,2.29,2.47,2.58,-0.99
CH_CH_CNMeMe,-500.0386,3.41,4.56,5.01,2.5,2.66,4.97,-1.58
CH_CH_CNHH,-342.8587,3.52,4.64,4.91,2.52,2.75,4.61,-1.52
CH_CH_COH,-382.5912,3.73,5,5.27,2.67,2.87,4.96,-1.61
CH_CH_COCHHH,-461.1738,3.81,5.15,5.5,2.8,2.89,5.51,-1.78
CH_CH_CSH,-1028.5148,3.36,4.57,4.66,2.37,2.66,4.48,-1.38
CH_CH_CCHHH,-310.7603,3.66,5.36,5.62,2.58,3.03,5.62,-1.51
CH_CH_CSiHHH,-813.493,3.64,5.27,5.43,2.54,2.99,5.21,-1.44
CH_CH_CBHH,-283.0043,3.34,4.75,4.89,2.2,2.72,3.77,-1.06
CH_CH_CBFF,-680.2962,3.57,5.18,5.6,2.42,2.89,4.42,-1.28
CH_CH_CF,-430.6178,3.89,5.51,6.09,2.73,3.04,6.03,-1.57
CH_CH_CCl,-1151.3425,3.65,5.11,6.08,2.55,2.9,5.39,-1.44
CH_CH_CCFFF,-906.2444,3.88,5.47,6.22,2.69,3.05,5.31,-1.5
CH_CH_CCN,-416.6176,3.6,4.99,5.67,2.42,2.78,4.52,-1.24
CH_CH_CNOO,-641.1032,3.74,4.06,4.4,2.58,2.58,2.62,-1.42
CNOO_COH_COH_CCN_CH_CNOO,-883.77475,1.81,3.72,3.83,0.9,2.4,2.55,0
CNOO_COH_COCHHH_CCN_CH_CNOO,-923.05377,1.63,3.78,3.84,0.8,2.49,2.51,0.02
CNOO_COH_COH_CCN_CBFF_CNOO,-1107.84796,1.81,3.77,3.83,0.92,2.52,2.56,-0.02
CNOO_CBFF_COH_CCN_CH_CNOO,-1032.63442,2.13,3.66,3.8,1.08,2.35,2.53,-0.03
CNOO_CBHH_COH_CCN_CH_CNOO,-834.0002,1.68,3.59,3.8,0.82,2.36,2.44,0.03
CNOO_COH_CBHH_CCN_CBFF_CNOO,-1058.0592,1.41,3.54,3.57,0.69,2.24,2.54,0.04
CNOO_COH_COH_CCN_CF_CNOO,-982.99893,1.93,3.8,3.88,0.94,2.49,2.61,0.05
CNOO_COH_CBHH_CCN_CH_CNOO,-833.98892,1.37,3.52,3.65,0.71,2.33,2.56,-0.05
CNOO_COH_COH_CCN_CH_CCN,-771.53433,1.82,3.82,4.21,0.94,2.43,2.67,-0.06
CNOO_COH_COH_CCN_CH_CSiHHH,-969.9811,1.83,3.86,4.28,0.94,2.59,2.75,-0.06
CNOO_COH_COH_CCN_CH_CCFFF,-1016.34844,1.9,3.85,4.36,0.99,2.65,2.7,-0.08
CNOO_COH_COH_CCN_CBHH_CNOO,-909.23467,1.84,3.72,3.79,0.87,2.2,2.65,0.11
CNOO_COH_COH_CCN_CH_CH,-679.30316,1.85,3.87,4.37,0.98,2.62,2.75,-0.11
CNOO_COH_CSH_CCN_CBFF_CNOO,-1430.81415,1.55,3.72,3.81,0.72,2.4,2.53,0.11
CNOO_COH_COH_CBHH_CH_CNOO,-816.98522,1.61,3.63,3.75,0.74,2.25,2.44,0.12
CNOO_COH_COH_CCN_CBFF_CCFFF,-1240.41687,1.93,3.85,4.35,1.03,2.64,2.69,-0.13
CNOO_COH_COH_CCN_CCHHH_CNOO,-923.08392,1.98,3.81,3.89,1.07,2.55,2.62,-0.15
CNOO_COH_COH_CCN_CCN_CNOO,-975.99495,1.88,3.75,3.85,1.02,2.33,2.4,-0.15
CNOO_COH_COH_CCN_CCl_CNOO,-1343.36011,1.95,3.8,3.88,1.05,2.45,2.54,-0.15
CNOO_COH_COH_CCN_CH_CBFF,-903.37761,1.78,3.83,4.29,0.81,2.58,2.71,0.17
CNOO_COH_CSH_CCN_CH_CNOO,-1206.74117,1.53,3.74,3.77,0.68,2.37,2.44,0.18
CNOO_COH_COH_CCN_CBFF_CCN,-995.60297,1.85,3.77,4.15,1.02,2.32,2.64,-0.19
CNOO_COH_COH_CCN_CBFF_CSiHHH,-1194.05073,1.85,3.78,4.21,1.02,2.43,2.71,-0.19
CNOO_COH_COH_CH_CH_CNOO,-791.55196,1.87,3.74,3.79,1.04,2.44,2.54,-0.21
CNOO_COH_COH_CCN_CSH_CNOO,-1281.95767,1.7,3.74,3.85,0.74,2.37,2.65,0.21
CNOO_COH_COH_CCN_CSiHHH_CNOO,-1174.44947,1.97,3.81,3.9,1.11,2.48,2.58,-0.25
CNOO_COH_COH_CCN_CBFF_CBFF,-1127.44343,1.92,3.81,4.32,1.09,2.47,2.68,-0.25
CCN_COH_COH_CCN_CBFF_CNOO,-995.60283,2,3.78,4.23,1.13,2.47,2.52,-0.25
CNOO_COH_COH_CCN_CBFF_CH,-903.37508,1.93,3.82,4.34,1.09,2.51,2.7,-0.26
CCN_COH_COH_CCN_CH_CNOO,-771.52903,2.04,3.74,4.12,1.15,2.4,2.47,-0.27
CNOO_COH_COH_CCN_CH_CNMeMe,-813.2668,1.68,3.61,3.96,0.98,2.01,3.06,-0.27
CNOO_COH_COH_CCN_CH_CCHHH,-718.6161,1.83,3.87,4.27,1.06,2.53,2.77,-0.3
CNOO_COH_COH_CCN_CH_CBHH,-704.73531,1.74,3.82,4.12,0.72,2.48,2.73,0.3
CNOO_COH_CCl_CCN_CH_CNOO,-1268.14195,1.72,3.72,3.83,1.02,2.39,2.51,-0.32
CNOO_COH_COH_CBFF_CH_CNOO,-1015.62148,2.09,3.76,3.85,1.2,2.44,2.67,-0.32
CNOO_COH_COH_CF_CH_CNOO,-890.78115,1.88,3.75,3.89,1.1,2.44,2.56,-0.32
CNOO_COH_COCHHH_CCN_CBFF_CNOO,-1147.1279,1.76,3.76,3.84,1.04,2.5,2.55,-0.32
CBFF_COH_COH_CCN_CBFF_CNOO,-1127.4478,2.11,3.8,4.26,1.22,2.53,2.53,-0.33
CBFF_COH_COH_CCN_CH_CNOO,-903.3738,2.13,3.76,4.15,1.23,2.44,2.53,-0.34
CNOO_COH_COH_CCN_CNOO_CNOO,-1088.23178,2,3.77,3.93,1.17,2.43,2.52,-0.34
CNOO_COH_CCN_CCN_CH_CNOO,-900.781,1.76,3.61,3.81,1.05,2.25,2.52,-0.34
CNOO_COH_COH_CCN_CH_CCl,-1138.90017,1.84,3.84,4.18,1.09,2.41,2.73,-0.34
CNOO_COH_COH_CNOO_CH_CNOO,-996.01173,2.07,3.74,3.81,1.21,2.4,2.45,-0.35
CNOO_COH_CCl_CCN_CBFF_CNOO,-1492.21546,1.76,3.69,3.82,1.05,2.51,2.52,-0.35
CNOO_COH_CSiHHH_CCN_CH_CNOO,-1099.23345,1.68,3.68,3.83,1.02,2.35,2.59,-0.35
CNOO_COH_CBFF_CCN_CH_CNOO,-1032.62673,1.82,3.73,3.82,1.09,2.38,2.6,-0.36
CNOO_COH_COH_CCN_COCHHH_CNOO,-998.28638,1.79,3.77,3.84,0.71,2.64,2.74,0.36
CNOO_COH_CCN_CCN_CBFF_CNOO,-1124.85378,1.79,3.69,3.81,1.08,2.42,2.54,-0.38
CNOO_COH_COH_CCN_CH_COCHHH,-793.81685,1.63,3.83,4,1,2.18,2.84,-0.38
CNOO_COH_CSiHHH_CCN_CBFF_CNOO,-1323.30668,1.72,3.77,3.85,1.05,2.47,2.59,-0.38
CNOO_COH_COH_CCN_CH_CNHH,-734.67468,1.69,3.83,3.95,1.03,2.16,2.97,-0.38
CNOO_COH_CBFF_CCN_CBFF_CNOO,-1256.69886,1.82,3.71,3.81,1.1,2.44,2.59,-0.38
CNOO_COH_CCHHH_CCN_CH_CNOO,-847.86351,1.76,3.7,3.85,1.08,2.39,2.55,-0.4
CNOO_COH_CH_CCN_CH_CNOO,-808.55227,1.79,3.67,3.84,1.09,2.32,2.6,-0.4
CNOO_COH_CF_CCN_CH_CNOO,-907.77687,1.94,3.72,3.85,1.17,2.35,2.56,-0.4
CNOO_COH_COH_CCN_CH_CSH,-1077.49204,1.71,3.66,3.96,1.06,2.14,2.78,-0.41
CNOO_COH_CF_CCN_CBFF_CNOO,-1131.84975,1.94,3.77,3.84,1.18,2.47,2.56,-0.41
CNOO_COH_CCHHH_CCN_CBFF_CNOO,-1071.9371,1.78,3.78,3.85,1.1,2.52,2.56,-0.42
CNOO_COH_COH_CCN_CBFF_CBHH,-928.80303,1.93,3.8,4.24,1.17,2.4,2.73,-0.42
CNOO_COH_COH_CSiHHH_CH_CNOO,-1082.22809,2.07,3.76,3.81,1.24,2.47,2.66,-0.42
CNOO_COH_CH_CCN_CBFF_CNOO,-1032.62536,1.81,3.77,3.85,1.12,2.45,2.59,-0.42
CCFFF_COH_COH_CCN_CBFF_CNOO,-1240.41639,2.26,3.82,4.36,1.34,2.55,2.62,-0.43
CCFFF_COH_COH_CCN_CH_CNOO,-1016.34248,2.29,3.77,4.17,1.36,2.43,2.62,-0.43
CNOO_COH_COH_CCN_CCFFF_CNOO,-1220.80618,2.15,3.83,4.04,1.3,2.53,2.56,-0.45
CNOO_COH_COH_CCl_CH_CNOO,-1251.14005,2.07,3.75,3.82,1.26,2.45,2.54,-0.46
CNOO_CNHH_COH_CCN_CH_CNOO,-863.90878,2.37,3.75,3.81,1.42,2.41,2.56,-0.46
CNOO_COH_COH_CCN_CBFF_CCHHH,-942.68944,1.96,3.81,4.25,1.21,2.44,2.74,-0.46
CNOO_COH_CCFFF_CCN_CH_CNOO,-1145.59142,1.92,3.73,3.82,1.19,2.35,2.59,-0.46
CNOO_COH_COH_CCN_CH_CF,-778.53783,1.91,3.87,4.34,1.19,2.49,2.74,-0.47
CNOO_COH_COH_CCFFF_CH_CNOO,-1128.58466,2.2,3.77,3.88,1.33,2.43,2.63,-0.47
CNOO_COH_COH_CCN_CBFF_CCl,-1362.97232,1.95,3.78,4.15,1.21,2.33,2.7,-0.48
CNOO_COH_COH_CNHH_CH_CNOO,-846.91467,1.95,3.4,3.8,1.22,2.02,2.54,-0.49
CNOO_COH_COH_COCHHH_CH_CNOO,-906.06288,2.05,3.77,3.85,1.27,2.49,2.51,-0.5
CNOO_COH_CCHHH_CCN_CBFF_CCN,-959.69031,1.88,3.79,4.24,1.19,2.39,2.63,-0.5
CNOO_COH_CCHHH_CCN_CBFF_CNMeMe,-1001.42301,1.98,3.55,3.93,1.25,2.09,3.12,-0.51
CNOO_CF_COH_CCN_CH_CNOO,-907.77665,2.41,3.76,3.86,1.46,2.41,2.48,-0.51
CNOO_COH_COH_CSH_CH_CNOO,-1189.72954,2.08,3.59,3.76,1.3,2.33,2.46,-0.52
CNOO_COH_CNOO_CCN_CH_CNOO,-1013.01869,2.01,3.81,3.82,1.26,2.42,2.56,-0.52
CNOO_COH_COH_CCN_CNHH_CNOO,-939.15907,1.51,3.85,3.93,0.49,2.79,3.03,0.53
CNOO_COH_COH_CCN_CH_COH,-754.53054,1.8,3.86,4.15,1.17,2.32,2.81,-0.53
CNOO_COH_CCHHH_CCN_CBFF_CCFFF,-1204.50256,1.89,3.86,4.32,1.21,2.61,2.67,-0.53
CNOO_COH_CCHHH_CCN_CBFF_CSiHHH,-1158.13259,1.84,3.8,4.2,1.19,2.47,2.69,-0.54
CNOO_COH_CCHHH_CCN_CBFF_COCHHH,-981.97954,1.85,3.81,3.92,1.19,2.33,2.91,-0.54
CNMeMe_COH_COH_CCN_CH_CNOO,-813.25193,2.93,3.74,3.91,1.74,2.46,2.68,-0.54
CNOO_CNMeMe_COH_CCN_CH_CNOO,-942.49448,2.22,3.13,3.77,1.38,2.44,2.6,-0.54
CNOO_COH_CNOO_CCN_CBFF_CNOO,-1237.08925,2,3.72,3.82,1.28,2.4,2.54,-0.55
CNOO_COH_CCFFF_CCN_CBFF_CNOO,-1369.66642,2.02,3.73,3.79,1.29,2.55,2.6,-0.56
CNOO_COCHHH_COH_CCN_CH_CNOO,-923.05644,2.4,3.78,3.95,1.48,2.44,2.58,-0.56
CCl_COH_COH_CCN_CBFF_CNOO,-1362.96933,2.36,3.85,4.27,1.47,2.57,2.61,-0.58
COCHHH_COH_COH_CCN_CH_CNOO,-793.81745,2.28,4.19,4.58,1.43,2.39,2.53,-0.58
CNOO_COH_CCHHH_CCN_CBFF_CBFF,-1091.52699,1.92,3.82,4.3,1.25,2.52,2.68,-0.58
CCl_COH_COH_CCN_CH_CNOO,-1138.89481,2.41,3.79,4.22,1.5,2.47,2.57,-0.58
COCHHH_COH_COH_CCN_CBFF_CNOO,-1017.89717,2.17,3.63,4.04,1.38,2.25,3.01,-0.59
CNOO_CH_COH_CCN_CH_CNOO,-808.55628,2.59,3.75,3.76,1.59,2.43,2.5,-0.59
CNOO_COH_COH_CCHHH_CH_CNOO,-830.86261,2.19,3.78,3.85,1.39,2.49,2.66,-0.59
CNOO_COH_CCHHH_CCN_CBFF_CH,-867.45899,1.91,3.83,4.33,1.26,2.54,2.69,-0.6
CNOO_COH_COH_CCN_CBFF_CF,-1002.61177,2.06,3.81,4.32,1.34,2.42,2.71,-0.62
CF_COH_COH_CCN_CBFF_CNOO,-1002.60805,2.39,3.85,4.37,1.51,2.63,2.64,-0.64
